Id,Date Added,Council Member,Recipient Self,Recipient Dependent,Recipient Staff,Source,Date Gifted,Nature / Value,Reason,Intent,Value
622,2022-04-28,Sherri Rollins,yes,no,yes,Earl’s Restaurant,2022-03-10,Gift Cards - $200,Opening of new Earl's location,Returned,200
38,2018-04-05,Brian Bowman,yes,no,no,UWSA Daycare,2018-02-23,Two cinnamon rolls - $10,I Love to Read at daycare,Retained,10
274,2018-12-10,Vivian Santos,yes,no,no,Winnipeg Public Library Board,2018-12-04,Dinner,attended as City Councillor and Board Member to the Winnipeg Public Library Board's AGM & Dinner,retained,
476,2019-09-26,Brian Bowman,yes,no,no,"Jeff Bannon, Winnipeg High School Football League",2019-07-19,"T-shirt, Football - $50.00",Courtesy Gift,Retained,50
328,2018-12-21,Scott Gillingham,yes,yes,no,Manitoba Heavy Construction Association,2018-11-16,Two tickets for the organization gala - $210/ticket,Invitation to attend organization dinner.,Attended with spouse.,210
5,2018-03-07,Cindy Gilroy,yes,no,no,Wellington School - I Love to Read,2018-02-26,Coffee mug and four Cookies $2.00,Was a guest reader to grade 1 & 2 kids,Retained,2
25,2018-04-04,Matt Allard,yes,no,no,Catholic Health Corporation,2018-03-05,Coffee - unknown,Coffee during meeting,Retained,
268,2018-12-05,Ross Eadie,yes,no,no,Folklorama,2018-07-12,12 tickets for Folklorama pavilions and food/beverage - $521.20,Found in mail.,retained,521
589,2021-07-21,Brian Bowman,yes,no,no,Fedaration of Canadian Municipalities Annual Conference,2021-05-25,"FCM - Coffee Mug (Shaw), Snack Tray(CN Rail)",Courtesy Gift,Retained,
555,2020-10-05,Devi Sharma,yes,no,no,Winnipeg Chinese Culture and Community Centre,2020-10-01,$10.00,Mid-Autumn Festival Care Package,Retained,10
527,2019-12-09,Brian Bowman,yes,no,no,Toronto Forestry,2019-11-08,5 Toronto Touques and 5 Toronto BallHats -$75.00,Courtesy Gift,Archives,75
127,2018-06-18,Brian Bowman,yes,no,no,Alexander Thompson - Canada Goose,2018-05-03,Go Jets Go Snow Mantra Parka - $1600,Courtesy Gift,Retain,1600
406,2019-05-22,Brian Bowman,yes,no,no,2018 Taichung World Flora Exposition,2019-04-01,"2 Ties, 2 Scarves, a small compact mirror, 2 event pins - $70.00",Courtesy Gift,Retained,70
513,2019-10-17,Matt Allard,yes,yes,no,Manitoba Building Trades,2019-05-15,1919 Gala Dinner,I was invited by Manitoba Building Trades to their 1919 dinner. I attended with my wife,retained,
610,2022-02-02,Kevin Klein,yes,no,no,Ed Whitcomb.,2022-02-02,$25.00,Understanding First Nations: The Legacy of Canadian Colonialism,Retained,25
151,2018-06-18,Brian Bowman,yes,no,yes,Jessica Cogan - Jewish National Foundation,2018-05-29,Negev Gala - $150,Bring greetings,Retain,150
220,2018-07-16,Marty Morantz,yes,no,no,Winnipeg Fringe Festival,2018-07-02,"VIP 6 Passes, $144",Passes given to all councillors unsolicited,retained,144
195,2018-07-05,Janice Lukes,yes,no,no,Cavalia,2018-05-15,2 Tickets Cavalia Odysseo,Invitation to VIP Premiere as a representative of the City.,Retained,
165,2018-06-25,Mike Pagtakhan,yes,no,no,Immaculate Conception Parish,2018-05-06,Lunch,attended the Annual Feast and Procession of Senhor Santo Cristo dos Milagres,attended Lunch,
606,2021-12-15,Brian Bowman,yes,no,yes,"Ronna Goldberg, All Seniors Care Living Centre",2021-11-30,2 Box of Xmas Cookies - $20,Courtesy Gift,Retained,20
379,2019-03-28,Shawn Nason,yes,no,no,Geoff Archambault,2019-03-07,Ticket - $120,Rotary International member bought a table needed to fill seats as a member of the same club proud to join in supporting Cvet's Pets and their work in supporting military veterans.,Retained,120
482,2019-09-26,Brian Bowman,yes,no,no,"Chilean Pavilion, Folklorama",2019-08-06,"Medallion, Book ""San Bernardo: La Capital Nacional del Folklore"", Bag - $40",Courtesy Gift,Retained,40
247,2018-10-31,Brian Bowman,yes,no,no,Keith Macpherson,2018-08-29,Book - $25,Thank you gift,Retain,25
372,2019-02-15,Vivian Santos,yes,no,no,Winnipeg Chamber of Commerce,2019-01-31,Annual Civic Leaders Dinner,hosted by Winnipeg Chamber of Commerce where Civic Leaders participated in dinner discussions with local businesses,retained,
326,2018-12-20,Kevin Klein,yes,no,no,All Seniors Care Home,2018-12-03,"box with chocolate figure, 3 cookies, tiny recipe book, approximately $30",Christmas/holiday goodies from All Seniors Care Home in the ward to various councillors,retained,30
408,2019-05-22,Brian Bowman,yes,no,no,"Chris Lorenc, President MHCA",2019-04-04,Silver Cross Pen - $10.00,Courtesy Gift,Retained,10
206,2018-07-05,Matt Allard,yes,no,no,Champlain Community Centre Volunteer Appreciation Evening,2018-04-21,Hospitality,Attended as area city Councilllor at the Champlain Community Centre Volunteer Appreciation Night,Retained,
118,2018-06-18,Brian Bowman,yes,no,no,Angela Taylor - Inspire Community Outreach,2018-04-24,All Kinds of Minds book - $20,Meeting re: book,Retain,20
639,2022-06-06,Brian Bowman,yes,no,no,Student- Boada Barton-Bailey,2022-05-27,"Basket containing the 4 medicines, cedar, tobacco, sage, sweetgrass - with a commemorative stone",Gift,Retained,
592,2021-10-18,Brian Bowman,yes,no,no,Jeoff Chipman - Manitoba Museum,2021-07-21,Artpiece and 2 Museum Passes- $80,Courtesy Gift,Retained,80
217,2018-07-05,Matt Allard,no,no,yes,Mudruckers,2018-06-30,Donuts,We had a meeting with mudruckers and they provided some donuts for the meeting,Retained,
568,2021-01-07,Brian Bowman,yes,no,no,Winnipeg Chinese Cultural and Community Centre,2020-10-01,2 Mooncakes to celebrate Moon Festival-$5.00,Courtesy Gift,Retained,5
215,2018-07-05,Matt Allard,yes,no,no,Niakwa Parc Residents Association,2018-06-10,Candy,"I attended the Niakwa Park Family fun day with my kids, my kids participated in the breaking of the pinata and won some candy",Retained,
498,2019-10-11,Brian Bowman,yes,no,no,"Dave Domke, Chair, Tree Canada",2019-09-25,A Tree to grow/plante,Courtesy Gift,Retained,
629,2022-05-09,Brian Bowman,yes,no,no,"Hanne Fugl Eskjser, Ambassador of Denmark",2022-04-07,Book - Little Book of Hygge - $15,Gift,Retain,15
18,2018-04-03,Shawn Dobson,yes,no,no,Assiniboine Memorial Curling Club,2018-03-28,"Beef wellington, salad and veggies",Attended in support of the Past President's Supper for the club and was also there to answer questions from those who attended.,Consumed,
178,2018-06-28,Brian Bowman,yes,no,no,Kevin Chief - WASAC,2018-06-08,Run with the Chiefs shirt - $20,Greetings and participation in run,Retain,20
241,2018-10-31,Brian Bowman,yes,no,yes,Folklorama,2018-08-05,VIP pass package and 2 bus tour passes - $555.80,Protocol - toured all pavilions,Retain,555
189,2018-06-28,Brian Bowman,yes,no,no,David Pensato - Exchange District Biz,2018-06-22,Miss Brown's Lunch - $15,Lunch provided during Brown Bag Bocce kickoff,Retain,15
585,2021-07-05,Kevin Klein,yes,no,no,India Association of Manitoba,2021-07-01,Book,Expression from the community,retained,
432,2019-07-03,Brian Bowman,yes,no,no,DJ Brandt,2019-06-14,"""River People"" Poem - $5",Courtesy Gift,Retained,5
222,2018-07-16,Janice Lukes,yes,no,no,Folklorama,2018-07-11,Complimentary VIP Tickets (1+ guest) to each Folklorama Pavillion,celebrate our diversity and help promote cultural understanding,Retained,
479,2019-09-26,Brian Bowman,yes,no,no,"His Excellency Karlis Eihenbaums, Ambassador of Latvia to Canada",2019-07-29,"Book ""100 Beautiful Places in Latvia"", Hockey puck - $50",Courtesy Gift,Retained,50
92,2018-05-24,John Orlikow,yes,no,no,Jeffrey Skinner,2018-05-23,Coffee & salad - 15.00,Lunch meeting,retained,
609,2022-02-01,Brian Bowman,yes,no,no,Cineplex Movites,2021-12-30,Cineplex Premiere Movie Card - approx $100,Courtesy Gift,Retained,100
534,2020-01-08,Brian Bowman,yes,no,no,"H.E. Mr. CONG Peiwu, Chinese Ambassador to Canada",2019-12-04,Protocol Gift - $50.00,Courtesy Gift,Retained,50
258,2018-10-31,Brian Bowman,yes,no,yes,World Trade Centre Winnipeg,2018-10-15,Small Business Luncheon - $100,Event attendance - protocol and speaking,Retain,100
74,2018-05-08,Matt Allard,yes,no,no,CUPE,2018-04-21,Coffee,Beverage consumed during CUPE Political Action Committee,,
520,2019-11-27,Brian Bowman,yes,no,no,"Counsel General of France, Tudor ALEXIS",2019-10-22,Box of Cookies - $5.00,Courtesy Gift,Retained,5
166,2018-06-25,Mike Pagtakhan,yes,no,no,Winnipeg Chinese Cultural Community Centre,2018-05-22,Lunch,meeting with members of Winnipeg Chinese Cultural Community Centre,attended lunch,
551,2020-05-26,Devi Sharma,yes,no,no,Winnipeg Football Club,2020-05-12,107th Blue Bombers Commemorative Grey Cup Championship Book,Courtesy Gift,Retained,
635,2022-06-06,Brian Bowman,yes,no,no,"The Free Press, Paul Samyn",2022-05-03,"Book: Notes from a Pandemic, Volume 11 - $30",Gift,Retained,30
15,2018-03-28,Shawn Dobson,yes,no,no,Canadian Cancer Society,2018-03-19,"Daffodils, pin",Bring awareness to Daffodil Day on April 27th (given to all Councillors),"Display in office, will wear pin",
